Code,Name,State,CBSA Code,Wage Index
40290,"Guayanilla", Puerto Rico  ,50303,0.4059
40550,"Penuelas", Puerto Rico  ,50303,0.4059
40770,"Yauco", Puerto Rico  ,50303,0.4059
39800,"York", Pennsylvania  ,49620,0.9557
36510,"Mahoning", Ohio,50353,0.8283
39530,"Mercer", Pennsylvania  ,50328,0.8283
36790,"Trumbull", Ohio,50353,0.8283
5610,"Sutter", California  ,49700,1.2004
5680,"Yuba", California  ,49700,1.2004
3130,"Yuma", Arizona  ,49740,0.9517
1010,"Baldwin", Alabama  ,50281,0.7121
1020,"Barbour", Alabama  ,50001,0.7121
1050,"Bullock", Alabama  ,50001,0.7121
1060,"Butler", Alabama  ,50001,0.7121
1080,"Chambers", Alabama  ,50001,0.7121
1090,"Cherokee", Alabama  ,50001,0.7121
1110,"Choctaw", Alabama  ,50001,0.7121
1120,"Clarke", Alabama  ,50001,0.7121
1130,"Clay", Alabama  ,50001,0.7121
1140,"Cleburne", Alabama  ,50001,0.7121
1150,"Coffee", Alabama  ,50001,0.7121
1170,"Conecuh", Alabama  ,50001,0.7121
1180,"Coosa", Alabama  ,50001,0.7121
1190,"Covington", Alabama  ,50001,0.7121
1200,"Crenshaw", Alabama  ,50001,0.7121
1210,"Cullman", Alabama  ,50001,0.7121
1220,"Dale", Alabama  ,50214,0.7121
1230,"Dallas", Alabama  ,50001,0.7121
1240,"De Kalb", Alabama  ,50001,0.7121
1260,"Escambia", Alabama  ,50001,0.7121
1280,"Fayette", Alabama  ,50001,0.7121
1290,"Franklin", Alabama  ,50001,0.7121
1350,"Jackson", Alabama  ,50001,0.7121
1370,"Lamar", Alabama  ,50001,0.7121
1430,"Macon", Alabama  ,50001,0.7121
1450,"Marengo", Alabama  ,50001,0.7121
1460,"Marion", Alabama  ,50001,0.7121
1470,"Marshall", Alabama  ,50001,0.7121
1490,"Monroe", Alabama  ,50001,0.7121
1520,"Perry", Alabama  ,50001,0.7121
1530,"Pickens", Alabama  ,50001,0.7121
1540,"Pike", Alabama  ,50001,0.7121
1550,"Randolph", Alabama  ,50001,0.7121
1590,"Sumter", Alabama  ,50001,0.7121
1600,"Talladega", Alabama  ,50001,0.7121
1610,"Tallapoosa", Alabama  ,50001,0.7121
1640,"Washington", Alabama  ,50001,0.7121
1650,"Wilcox", Alabama  ,50001,0.7121
1660,"Winston", Alabama  ,50001,0.7121
2013,"Aleutians County East""", Alaska  ,99902,1.2807
2016,"Aleutians County West""", Alaska  ,99902,1.2807
2030,"Angoon", Alaska  ,99902,1.2807
2040,"Barrow-North Slope", Alaska  ,99902,1.2807
2050,"Bethel", Alaska  ,99902,1.2807
2060,"Bristol Bay Borough", Alaska  ,99902,1.2807
2070,"Bristol Bay", Alaska  ,99902,1.2807
2080,"Cordova-Mc Carthy", Alaska  ,99902,1.2807
2068,"Denali", Alaska  ,99902,1.2807
2100,"Haines", Alaska  ,99902,1.2807
2110,"Juneau", Alaska  ,99902,1.2807
2122,"Kenai Peninsula Borough""", Alaska  ,99902,1.2807
2120,"Kenai-Cook Inlet", Alaska  ,99902,1.2807
2130,"Ketchikan", Alaska  ,99902,1.2807
2140,"Kobuk", Alaska  ,99902,1.2807
2150,"Kodiak", Alaska  ,99902,1.2807
2160,"Kuskokwin", Alaska  ,99902,1.2807
2164,"Lake and Peninsula Borough""", Alaska  ,99902,1.2807
2180,"Nome", Alaska  ,99902,1.2807
2185,"North Slope Borough""", Alaska  ,99902,1.2807
2188,"Northwest Arctic Borough""", Alaska  ,99902,1.2807
2190,"Outer Ketchikan", Alaska  ,99902,1.2807
2200,"Prince Of Wales", Alaska  ,99902,1.2807
2201,"Prince of Wales-Outer Ketchikan Census Area""", Alaska  ,99902,1.2807
2210,"Seward", Alaska  ,99902,1.2807
2220,"Sitka", Alaska  ,99902,1.2807
2232,"Skagway-Hoonah-Angoon Census Area""", Alaska  ,99902,1.2807
2230,"Skagway-Yakutat", Alaska  ,99902,1.2807
2231,"Skagway-Yakutat-Angoon Census Area""", Alaska  ,99902,1.2807
2240,"Southeast Fairbanks", Alaska  ,99902,1.2807
2250,"Upper Yukon", Alaska  ,99902,1.2807
2261,"Valdex-Cordove Census Area""", Alaska  ,99902,1.2807
2260,"Valdz-Chitna-Whitier", Alaska  ,99902,1.2807
2270,"Wade Hampton", Alaska  ,99902,1.2807
2280,"Wrangell-Petersburg", Alaska  ,99902,1.2807
2282,"Yakutat Borough""", Alaska  ,99902,1.2807
2290,"Yukon-Koyukuk", Alaska  ,99902,1.2807
3000,"Apache", Arizona  ,50007,0.9182
3010,"Cochise", Arizona  ,50007,0.9182
3030,"Gila", Arizona  ,50007,0.9182
3040,"Graham", Arizona  ,50007,0.9182
3050,"Greenlee", Arizona  ,50007,0.9182
3055,"La Paz", Arizona  ,50007,0.9182
3080,"Navajo", Arizona  ,50007,0.9182
3110,"Santa Cruz", Arizona  ,50007,0.9182
4000,"Arkansas", Arkansas  ,99904,0.7350
4010,"Ashley", Arkansas  ,99904,0.7350
4020,"Baxter", Arkansas  ,99904,0.7350
4040,"Boone", Arkansas  ,99904,0.7350
4050,"Bradley", Arkansas  ,99904,0.7350
4060,"Calhoun", Arkansas  ,99904,0.7350
4070,"Carroll", Arkansas  ,99904,0.7350
4080,"Chicot", Arkansas  ,99904,0.7350
4090,"Clark", Arkansas  ,99904,0.7350
4100,"Clay", Arkansas  ,99904,0.7350
4110,"Cleburne", Arkansas  ,99904,0.7350
4130,"Columbia", Arkansas  ,99904,0.7350
4140,"Conway", Arkansas  ,99904,0.7350
4180,"Cross", Arkansas  ,99904,0.7350
4190,"Dallas", Arkansas  ,99904,0.7350
4200,"Desha", Arkansas  ,99904,0.7350
4210,"Drew", Arkansas  ,99904,0.7350
4240,"Fulton", Arkansas  ,99904,0.7350
4270,"Greene", Arkansas  ,99904,0.7350
4280,"Hempstead", Arkansas  ,99904,0.7350
4290,"Hot Spring", Arkansas  ,99904,0.7350
4300,"Howard", Arkansas  ,99904,0.7350
4310,"Independence", Arkansas  ,99904,0.7350
4320,"Izard", Arkansas  ,99904,0.7350
4330,"Jackson", Arkansas  ,99904,0.7350
4350,"Johnson", Arkansas  ,99904,0.7350
4360,"Lafayette", Arkansas  ,99904,0.7350
4370,"Lawrence", Arkansas  ,99904,0.7350
4380,"Lee", Arkansas  ,99904,0.7350
4400,"Little River", Arkansas  ,99904,0.7350
4410,"Logan", Arkansas  ,99904,0.7350
4440,"Marion", Arkansas  ,99904,0.7350
4460,"Mississippi", Arkansas  ,99904,0.7350
4470,"Monroe", Arkansas  ,99904,0.7350
4480,"Montgomery", Arkansas  ,99904,0.7350
4490,"Nevada", Arkansas  ,99904,0.7350
4500,"Newton", Arkansas  ,99904,0.7350
4510,"Ouachita", Arkansas  ,99904,0.7350
4530,"Phillips", Arkansas  ,99904,0.7350
4540,"Pike", Arkansas  ,99904,0.7350
4560,"Polk", Arkansas  ,99904,0.7350
4570,"Pope", Arkansas  ,99904,0.7350
4580,"Prairie", Arkansas  ,99904,0.7350
4600,"Randolph", Arkansas  ,99904,0.7350
4630,"Scott", Arkansas  ,99904,0.7350
4640,"Searcy", Arkansas  ,99904,0.7350
4660,"Sevier", Arkansas  ,99904,0.7350
4670,"Sharp", Arkansas  ,99904,0.7350
4610,"St Francis", Arkansas  ,99904,0.7350
4680,"Stone", Arkansas  ,99904,0.7350
4690,"Union", Arkansas  ,99904,0.7350
4700,"Van Buren", Arkansas  ,99904,0.7350
4720,"White", Arkansas  ,99904,0.7350
4730,"Woodruff", Arkansas  ,99904,0.7350
4740,"Yell", Arkansas  ,99904,0.7350
5010,"Alpine", California  ,99905,1.2567
5020,"Amador", California  ,99905,1.2567
5040,"Calaveras", California  ,99905,1.2567
5050,"Colusa", California  ,99905,1.2567
5070,"Del Norte", California  ,99905,1.2567
5100,"Glenn", California  ,99905,1.2567
5110,"Humboldt", California  ,99905,1.2567
5130,"Inyo", California  ,99905,1.2567
5160,"Lake", California  ,99905,1.2567
5170,"Lassen", California  ,99905,1.2567
5320,"Mariposa", California  ,99905,1.2567
5330,"Mendocino", California  ,99905,1.2567
5350,"Modoc", California  ,99905,1.2567
5360,"Mono", California  ,99905,1.2567
5390,"Nevada", California  ,99905,1.2567
5420,"Plumas", California  ,99905,1.2567
5560,"Sierra", California  ,99905,1.2567
5570,"Siskiyou", California  ,99905,1.2567
5620,"Tehama", California  ,99905,1.2567
5630,"Trinity", California  ,99905,1.2567
5650,"Tuolumne", California  ,99905,1.2567
6010,"Alamosa", Colorado  ,99906,1.0208
6030,"Archuleta", Colorado  ,99906,1.0208
6040,"Baca", Colorado  ,99906,1.0208
6050,"Bent", Colorado  ,99906,1.0208
6070,"Chaffee", Colorado  ,99906,1.0208
6080,"Cheyenne", Colorado  ,99906,1.0208
6100,"Conejos", Colorado  ,99906,1.0208
6110,"Costilla", Colorado  ,99906,1.0208
6120,"Crowley", Colorado  ,99906,1.0208
6130,"Custer", Colorado  ,99906,1.0208
6140,"Delta", Colorado  ,99906,1.0208
6160,"Dolores", Colorado  ,99906,1.0208
6180,"Eagle", Colorado  ,99906,1.0208
6210,"Fremont", Colorado  ,99906,1.0208
6220,"Garfield", Colorado  ,99906,1.0208
6240,"Grand", Colorado  ,99906,1.0208
6250,"Gunnison", Colorado  ,99906,1.0208
6260,"Hinsdale", Colorado  ,99906,1.0208
6270,"Huerfano", Colorado  ,99906,1.0208
6280,"Jackson", Colorado  ,99906,1.0208
6300,"Kiowa", Colorado  ,99906,1.0208
6310,"Kit Carson", Colorado  ,99906,1.0208
6330,"La Plata", Colorado  ,99906,1.0208
6320,"Lake", Colorado  ,99906,1.0208
6350,"Las Animas", Colorado  ,99906,1.0208
6360,"Lincoln", Colorado  ,99906,1.0208
6370,"Logan", Colorado  ,99906,1.0208
6390,"Mineral", Colorado  ,99906,1.0208
6400,"Moffat", Colorado  ,99906,1.0208
6410,"Montezuma", Colorado  ,99906,1.0208
6420,"Montrose", Colorado  ,99906,1.0208
6430,"Morgan", Colorado  ,99906,1.0208
6440,"Otero", Colorado  ,99906,1.0208
6450,"Ouray", Colorado  ,99906,1.0208
6470,"Phillips", Colorado  ,99906,1.0208
6480,"Pitkin", Colorado  ,99906,1.0208
6490,"Prowers", Colorado  ,99906,1.0208
6510,"Rio Blanco", Colorado  ,99906,1.0208
6520,"Rio Grande", Colorado  ,99906,1.0208
6530,"Routt", Colorado  ,99906,1.0208
6540,"Saguache", Colorado  ,99906,1.0208
6550,"San Juan", Colorado  ,99906,1.0208
6560,"San Miguel", Colorado  ,99906,1.0208
6570,"Sedgwick", Colorado  ,99906,1.0208
6580,"Summit", Colorado  ,99906,1.0208
6600,"Washington", Colorado  ,99906,1.0208
6620,"Yuma", Colorado  ,99906,1.0208
7020,"Litchfield", Connecticut  ,25540,1.1128
7070,"Windham", Connecticut  ,99907,1.1128
8020,"Sussex", Delaware  ,99908,1.0171
10030,"Bradford", Florida  ,50016,0.8062
10060,"Calhoun", Florida  ,50016,0.8062
10080,"Citrus", Florida  ,50016,0.8062
10110,"Columbia", Florida  ,50016,0.8062
10130,"De Soto", Florida  ,50016,0.8062
10140,"Dixie", Florida  ,50016,0.8062
10180,"Franklin", Florida  ,50016,0.8062
10210,"Glades", Florida  ,50016,0.8062
10220,"Gulf", Florida  ,50016,0.8062
10230,"Hamilton", Florida  ,50016,0.8062
10240,"Hardee", Florida  ,50016,0.8062
10250,"Hendry", Florida  ,50016,0.8062
10270,"Highlands", Florida  ,50016,0.8062
10290,"Holmes", Florida  ,50016,0.8062
10310,"Jackson", Florida  ,50016,0.8062
10330,"Lafayette", Florida  ,50016,0.8062
10370,"Levy", Florida  ,50016,0.8062
10380,"Liberty", Florida  ,50016,0.8062
10390,"Madison", Florida  ,50016,0.8062
10430,"Monroe", Florida  ,50016,0.8062
10460,"Okeechobee", Florida  ,50016,0.8062
10530,"Putnam", Florida  ,50016,0.8062
10590,"Sumter", Florida  ,50016,0.8062
10600,"Suwannee", Florida  ,50016,0.8062
10610,"Taylor", Florida  ,50016,0.8062
10620,"Union", Florida  ,50016,0.8062
10650,"Walton", Florida  ,50016,0.8062
10660,"Washington", Florida  ,50016,0.8062
11000,"Appling", Georgia  ,50020,0.7421
11010,"Atkinson", Georgia  ,50020,0.7421
11011,"Bacon", Georgia  ,50020,0.7421
11030,"Baldwin", Georgia  ,50020,0.7421
11040,"Banks", Georgia  ,50020,0.7421
11070,"Ben Hill", Georgia  ,50020,0.7421
11080,"Berrien", Georgia  ,50020,0.7421
11100,"Bleckley", Georgia  ,50020,0.7421
11140,"Bulloch", Georgia  ,50020,0.7421
11161,"Calhoun", Georgia  ,50020,0.7421
11170,"Camden", Georgia  ,50020,0.7421
11180,"Candler", Georgia  ,50020,0.7421
11210,"Charlton", Georgia  ,50020,0.7421
11240,"Chattooga", Georgia  ,50020,0.7421
11270,"Clay", Georgia  ,50020,0.7421
11281,"Clinch", Georgia  ,50020,0.7421
11291,"Coffee", Georgia  ,50020,0.7421
11300,"Colquitt", Georgia  ,50020,0.7421
11311,"Cook", Georgia  ,50020,0.7421
11340,"Crisp", Georgia  ,50020,0.7421
11360,"Decatur", Georgia  ,50020,0.7421
11380,"Dodge", Georgia  ,50020,0.7421
11381,"Dooly", Georgia  ,50020,0.7421
11410,"Early", Georgia  ,50020,0.7421
11430,"Elbert", Georgia  ,50020,0.7421
11440,"Emanuel", Georgia  ,50020,0.7421
11441,"Evans", Georgia  ,50020,0.7421
11450,"Fannin", Georgia  ,50020,0.7421
11462,"Franklin", Georgia  ,50020,0.7421
11471,"Gilmer", Georgia  ,50020,0.7421
11480,"Glascock", Georgia  ,50020,0.7421
11500,"Gordon", Georgia  ,50020,0.7421
11510,"Grady", Georgia  ,50020,0.7421
11520,"Greene", Georgia  ,50020,0.7421
11540,"Habersham", Georgia  ,50020,0.7421
11560,"Hancock", Georgia  ,50020,0.7421
11581,"Hart", Georgia  ,50020,0.7421
11601,"Irwin", Georgia  ,50020,0.7421
11610,"Jackson", Georgia  ,50020,0.7421
11612,"Jeff Davis", Georgia  ,50020,0.7421
11620,"Jefferson", Georgia  ,50020,0.7421
11630,"Jenkins", Georgia  ,50020,0.7421
11640,"Johnson", Georgia  ,50020,0.7421
11660,"Laurens", Georgia  ,50020,0.7421
11690,"Lincoln", Georgia  ,50020,0.7421
11701,"Lumpkin", Georgia  ,50020,0.7421
11710,"Macon", Georgia  ,50020,0.7421
11741,"Miller", Georgia  ,50020,0.7421
11750,"Mitchell", Georgia  ,50020,0.7421
11770,"Montgomery", Georgia  ,50020,0.7421
11771,"Morgan", Georgia  ,50020,0.7421
11811,"Peach", Georgia  ,50272,0.7421
11820,"Pierce", Georgia  ,50020,0.7421
11830,"Polk", Georgia  ,50020,0.7421
11831,"Pulaski", Georgia  ,50020,0.7421
11832,"Putnam", Georgia  ,50020,0.7421
11833,"Quitman", Georgia  ,50020,0.7421
11834,"Rabun", Georgia  ,50020,0.7421
11835,"Randolph", Georgia  ,50020,0.7421
11842,"Schley", Georgia  ,50020,0.7421
11850,"Screven", Georgia  ,50020,0.7421
11851,"Seminole", Georgia  ,50020,0.7421
11861,"Stephens", Georgia  ,50020,0.7421
11862,"Stewart", Georgia  ,50020,0.7421
11870,"Sumter", Georgia  ,50020,0.7421
11880,"Talbot", Georgia  ,50020,0.7421
11881,"Taliaferro", Georgia  ,50020,0.7421
11882,"Tattnall", Georgia  ,50020,0.7421
11883,"Taylor", Georgia  ,50020,0.7421
11884,"Telfair", Georgia  ,50020,0.7421
11890,"Thomas", Georgia  ,50020,0.7421
11900,"Tift", Georgia  ,50020,0.7421
11901,"Toombs", Georgia  ,50020,0.7421
11902,"Towns", Georgia  ,50020,0.7421
11903,"Treutlen", Georgia  ,50020,0.7421
11910,"Troup", Georgia  ,50020,0.7421
11911,"Turner", Georgia  ,50020,0.7421
11913,"Union", Georgia  ,50020,0.7421
11920,"Upson", Georgia  ,50020,0.7421
11940,"Ware", Georgia  ,50020,0.7421
11941,"Warren", Georgia  ,50020,0.7421
11950,"Washington", Georgia  ,50020,0.7421
11960,"Wayne", Georgia  ,50020,0.7421
11961,"Webster", Georgia  ,50020,0.7421
11962,"Wheeler", Georgia  ,50020,0.7421
11963,"White", Georgia  ,50020,0.7421
11971,"Wilcox", Georgia  ,50020,0.7421
11972,"Wilkes", Georgia  ,50020,0.7421
11973,"Wilkinson", Georgia  ,50020,0.7421
12010,"Hawaii", Hawaii  ,99912,1.0728
12005,"Kalawao", Hawaii  ,99912,1.0728
12040,"Kauai", Hawaii  ,99912,1.0728
12050,"Maui", Hawaii  ,99912,1.0728
13010,"Adams", Idaho  ,99913,0.7583
13030,"Bear Lake", Idaho  ,99913,0.7583
13040,"Benewah", Idaho  ,99913,0.7583
13050,"Bingham", Idaho  ,99913,0.7583
13060,"Blaine", Idaho  ,99913,0.7583
13080,"Bonner", Idaho  ,99913,0.7583
13100,"Boundary", Idaho  ,99913,0.7583
13110,"Butte", Idaho  ,99913,0.7583
13120,"Camas", Idaho  ,99913,0.7583
13140,"Caribou", Idaho  ,99913,0.7583
13150,"Cassia", Idaho  ,99913,0.7583
13160,"Clark", Idaho  ,99913,0.7583
13170,"Clearwater", Idaho  ,99913,0.7583
13180,"Custer", Idaho  ,99913,0.7583
13190,"Elmore", Idaho  ,99913,0.7583
13210,"Fremont", Idaho  ,99913,0.7583
13230,"Gooding", Idaho  ,99913,0.7583
13240,"Idaho", Idaho  ,99913,0.7583
13260,"Jerome", Idaho  ,99913,0.7583
13280,"Latah", Idaho  ,99913,0.7583
13290,"Lemhi", Idaho  ,99913,0.7583
13300,"Lewis", Idaho  ,99913,0.7583
13310,"Lincoln", Idaho  ,99913,0.7583
13320,"Madison", Idaho  ,99913,0.7583
13330,"Minidoka", Idaho  ,99913,0.7583
13350,"Oneida", Idaho  ,99913,0.7583
13370,"Payette", Idaho  ,99913,0.7583
13390,"Shoshone", Idaho  ,99913,0.7583
13400,"Teton", Idaho  ,99913,0.7583
13410,"Twin Falls", Idaho  ,99913,0.7583
13420,"Valley", Idaho  ,99913,0.7583
13430,"Washington", Idaho  ,99913,0.7583
14000,"Adams", Illinois  ,50031,0.8438
14040,"Brown", Illinois  ,50031,0.8438
14050,"Bureau", Illinois  ,50031,0.8438
14070,"Carroll", Illinois  ,50031,0.8438
14080,"Cass", Illinois  ,50031,0.8438
14100,"Christian", Illinois  ,50031,0.8438
14110,"Clark", Illinois  ,50031,0.8438
14120,"Clay", Illinois  ,50031,0.8438
14140,"Coles", Illinois  ,50031,0.8438
14150,"Crawford", Illinois  ,50031,0.8438
14160,"Cumberland", Illinois  ,50031,0.8438
14180,"De Witt", Illinois  ,50031,0.8438
14190,"Douglas", Illinois  ,50031,0.8438
14310,"Edgar", Illinois  ,50031,0.8438
14320,"Edwards", Illinois  ,50031,0.8438
14330,"Effingham", Illinois  ,50031,0.8438
14340,"Fayette", Illinois  ,50031,0.8438
14360,"Franklin", Illinois  ,50031,0.8438
14370,"Fulton", Illinois  ,50031,0.8438
14380,"Gallatin", Illinois  ,50031,0.8438
14390,"Greene", Illinois  ,50031,0.8438
14410,"Hamilton", Illinois  ,50031,0.8438
14420,"Hancock", Illinois  ,50031,0.8438
14421,"Hardin", Illinois  ,50031,0.8438
14440,"Henderson", Illinois  ,50031,0.8438
14460,"Iroquois", Illinois  ,50031,0.8438
14470,"Jackson", Illinois  ,50031,0.8438
14480,"Jasper", Illinois  ,50031,0.8438
14490,"Jefferson", Illinois  ,50031,0.8438
14510,"Jo Daviess", Illinois  ,50031,0.8438
14520,"Johnson", Illinois  ,50031,0.8438
14560,"Knox", Illinois  ,50031,0.8438
14580,"La Salle", Illinois  ,50031,0.8438
14590,"Lawrence", Illinois  ,50031,0.8438
14600,"Lee", Illinois  ,50031,0.8438
14610,"Livingston", Illinois  ,50031,0.8438
14620,"Logan", Illinois  ,50031,0.8438
14690,"Marion", Illinois  ,50031,0.8438
14710,"Mason", Illinois  ,50031,0.8438
14720,"Massac", Illinois  ,50031,0.8438
14630,"Mc Donough", Illinois  ,50031,0.8438
14760,"Montgomery", Illinois  ,50031,0.8438
14770,"Morgan", Illinois  ,50031,0.8438
14780,"Moultrie", Illinois  ,50031,0.8438
14790,"Ogle", Illinois  ,50314,0.8438
14810,"Perry", Illinois  ,50031,0.8438
14830,"Pike", Illinois  ,50031,0.8438
14831,"Pope", Illinois  ,50031,0.8438
14850,"Pulaski", Illinois  ,50031,0.8438
14860,"Putnam", Illinois  ,50031,0.8438
14870,"Randolph", Illinois  ,50031,0.8438
14880,"Richland", Illinois  ,50031,0.8438
14910,"Saline", Illinois  ,50031,0.8438
14921,"Schuyler", Illinois  ,50031,0.8438
14940,"Scott", Illinois  ,50031,0.8438
14950,"Shelby", Illinois  ,50031,0.8438
14970,"Stephenson", Illinois  ,50031,0.8438
14981,"Union", Illinois  ,50031,0.8438
14983,"Wabash", Illinois  ,50031,0.8438
14984,"Warren", Illinois  ,50031,0.8438
14985,"Washington", Illinois  ,50031,0.8438
14986,"Wayne", Illinois  ,50031,0.8438
14987,"White", Illinois  ,50031,0.8438
14988,"Whiteside", Illinois  ,50031,0.8438
14990,"Williamson", Illinois  ,50031,0.8438
15000,"Adams", Indiana  ,50225,0.8472
15040,"Blackford", Indiana  ,50036,0.8472
15080,"Cass", Indiana  ,50036,0.8472
15110,"Clinton", Indiana  ,50257,0.8472
15120,"Crawford", Indiana  ,50036,0.8472
15130,"Daviess", Indiana  ,50036,0.8472
15160,"De Kalb", Indiana  ,50225,0.8472
15150,"Decatur", Indiana  ,50036,0.8472
15180,"Dubois", Indiana  ,50036,0.8472
15200,"Fayette", Indiana  ,50036,0.8472
15220,"Fountain", Indiana  ,50036,0.8472
15240,"Fulton", Indiana  ,50036,0.8472
15260,"Grant", Indiana  ,50036,0.8472
15320,"Henry", Indiana  ,50036,0.8472
15340,"Huntington", Indiana  ,50225,0.8472
15350,"Jackson", Indiana  ,50036,0.8472
15370,"Jay", Indiana  ,50036,0.8472
15380,"Jefferson", Indiana  ,50036,0.8472
15390,"Jennings", Indiana  ,50036,0.8472
15410,"Knox", Indiana  ,50036,0.8472
15420,"Kosciusko", Indiana  ,50036,0.8472
15430,"Lagrange", Indiana  ,50036,0.8472
15460,"Lawrence", Indiana  ,50036,0.8472
15490,"Marshall", Indiana  ,50036,0.8472
15500,"Martin", Indiana  ,50036,0.8472
15510,"Miami", Indiana  ,50036,0.8472
15530,"Montgomery", Indiana  ,50036,0.8472
15560,"Noble", Indiana  ,50036,0.8472
15580,"Orange", Indiana  ,50036,0.8472
15600,"Parke", Indiana  ,50036,0.8472
15610,"Perry", Indiana  ,50036,0.8472
15620,"Pike", Indiana  ,50036,0.8472
15650,"Pulaski", Indiana  ,50036,0.8472
15670,"Randolph", Indiana  ,50036,0.8472
15680,"Ripley", Indiana  ,50036,0.8472
15690,"Rush", Indiana  ,50036,0.8472
15710,"Scott", Indiana  ,50268,0.8472
15730,"Spencer", Indiana  ,50036,0.8472
15740,"Starke", Indiana  ,50036,0.8472
15750,"Steuben", Indiana  ,50036,0.8472
15770,"Switzerland", Indiana  ,50036,0.8472
15800,"Union", Indiana  ,50036,0.8472
15840,"Wabash", Indiana  ,50036,0.8472
15850,"Warren", Indiana  ,50036,0.8472
15880,"Wayne", Indiana  ,50036,0.8472
15900,"White", Indiana  ,50036,0.8472
16000,"Adair", Iowa  ,99916,0.8351
16010,"Adams", Iowa  ,99916,0.8351
16020,"Allamakee", Iowa  ,99916,0.8351
16030,"Appanoose", Iowa  ,99916,0.8351
16040,"Audubon", Iowa  ,99916,0.8351
16070,"Boone", Iowa  ,99916,0.8351
16090,"Buchanan", Iowa  ,99916,0.8351
16100,"Buena Vista", Iowa  ,99916,0.8351
16110,"Butler", Iowa  ,99916,0.8351
16120,"Calhoun", Iowa  ,99916,0.8351
16130,"Carroll", Iowa  ,99916,0.8351
16140,"Cass", Iowa  ,99916,0.8351
16150,"Cedar", Iowa  ,99916,0.8351
16160,"Cerro Gordo", Iowa  ,99916,0.8351
16170,"Cherokee", Iowa  ,99916,0.8351
16180,"Chickasaw", Iowa  ,99916,0.8351
16190,"Clarke", Iowa  ,99916,0.8351
16200,"Clay", Iowa  ,99916,0.8351
16210,"Clayton", Iowa  ,99916,0.8351
16220,"Clinton", Iowa  ,99916,0.8351
16230,"Crawford", Iowa  ,99916,0.8351
16250,"Davis", Iowa  ,99916,0.8351
16260,"Decatur", Iowa  ,99916,0.8351
16270,"Delaware", Iowa  ,99916,0.8351
16280,"Des Moines", Iowa  ,99916,0.8351
16290,"Dickinson", Iowa  ,99916,0.8351
16310,"Emmet", Iowa  ,99916,0.8351
16320,"Fayette", Iowa  ,99916,0.8351
16330,"Floyd", Iowa  ,99916,0.8351
16340,"Franklin", Iowa  ,99916,0.8351
16350,"Fremont", Iowa  ,99916,0.8351
16360,"Greene", Iowa  ,99916,0.8351
16390,"Hamilton", Iowa  ,99916,0.8351
16400,"Hancock", Iowa  ,99916,0.8351
16410,"Hardin", Iowa  ,99916,0.8351
16430,"Henry", Iowa  ,99916,0.8351
16440,"Howard", Iowa  ,99916,0.8351
16450,"Humboldt", Iowa  ,99916,0.8351
16460,"Ida", Iowa  ,99916,0.8351
16470,"Iowa", Iowa  ,99916,0.8351
16480,"Jackson", Iowa  ,99916,0.8351
16490,"Jasper", Iowa  ,99916,0.8351
16500,"Jefferson", Iowa  ,99916,0.8351
16530,"Keokuk", Iowa  ,99916,0.8351
16540,"Kossuth", Iowa  ,99916,0.8351
16550,"Lee", Iowa  ,99916,0.8351
16570,"Louisa", Iowa  ,99916,0.8351
16580,"Lucas", Iowa  ,99916,0.8351
16590,"Lyon", Iowa  ,99916,0.8351
16610,"Mahaska", Iowa  ,99916,0.8351
16620,"Marion", Iowa  ,99916,0.8351
16630,"Marshall", Iowa  ,99916,0.8351
16650,"Mitchell", Iowa  ,99916,0.8351
16660,"Monona", Iowa  ,99916,0.8351
16670,"Monroe", Iowa  ,99916,0.8351
16680,"Montgomery", Iowa  ,99916,0.8351
16690,"Muscatine", Iowa  ,99916,0.8351
16700,"O Brien", Iowa  ,99916,0.8351
16710,"Osceola", Iowa  ,99916,0.8351
16720,"Page", Iowa  ,99916,0.8351
16730,"Palo Alto", Iowa  ,99916,0.8351
16740,"Plymouth", Iowa  ,99916,0.8351
16750,"Pocahontas", Iowa  ,99916,0.8351
16780,"Poweshiek", Iowa  ,99916,0.8351
16790,"Ringgold", Iowa  ,99916,0.8351
16800,"Sac", Iowa  ,99916,0.8351
16820,"Shelby", Iowa  ,99916,0.8351
16830,"Sioux", Iowa  ,99916,0.8351
16850,"Tama", Iowa  ,99916,0.8351
16860,"Taylor", Iowa  ,99916,0.8351
16870,"Union", Iowa  ,99916,0.8351
16880,"Van Buren", Iowa  ,99916,0.8351
16890,"Wapello", Iowa  ,99916,0.8351
16920,"Wayne", Iowa  ,99916,0.8351
16930,"Webster", Iowa  ,99916,0.8351
16940,"Winnebago", Iowa  ,99916,0.8351
16950,"Winneshiek", Iowa  ,99916,0.8351
16970,"Worth", Iowa  ,99916,0.8351
16980,"Wright", Iowa  ,99916,0.8351
17000,"Allen", Kansas  ,99917,0.7997
17010,"Anderson", Kansas  ,99917,0.7997
17020,"Atchison", Kansas  ,99917,0.7997
17030,"Barber", Kansas  ,99917,0.7997
17040,"Barton", Kansas  ,99917,0.7997
17050,"Bourbon", Kansas  ,99917,0.7997
17060,"Brown", Kansas  ,99917,0.7997
17080,"Chase", Kansas  ,99917,0.7997
17090,"Chautauqua", Kansas  ,99917,0.7997
17100,"Cherokee", Kansas  ,99917,0.7997
17110,"Cheyenne", Kansas  ,99917,0.7997
17120,"Clark", Kansas  ,99917,0.7997
