HIPPS Code,Definition
2CGK2,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
2CGK3,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
2CGK4,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
2CGK5,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
2CGK6,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
2CGLS,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies provided"
2CGLT,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies provided"
2CGLU,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies provided"
2CGLV ,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies provided"
2CGLW,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies provided"
2CGLX,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies provided"
2CGL1,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
2CGL2,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
2CGL3,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
2CGL4,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
2CGL5,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
2CGL6,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
2CGMS,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided"
2CGMT,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided"
2CGMU,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided"
2CGMV ,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided"
2CGMW,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided"
2CGMX,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
2CGM1,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
2CGM2,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
2CGM3,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
2CGM4,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
2CGM5,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
2CGM6,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
2CHKS,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
2CHKT,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
2CHKU,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
2CHKV ,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
2CHKW,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies provided"
2CHKX,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies provided"
2CHK1,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
2CHK2,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
2CHK3,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
2CHK4,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
2CHK5,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
2CHK6,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
2CHLS,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies provided"
2CHLT,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies provided"
2CHLU,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies provided"
2CHLV ,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies provided"
2CHLW,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies provided"
2CHLX,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies provided"
2CHL1,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
2CHL2,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
2CHL3,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
2CHL4,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
2CHL5,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
2CHL6,"Early Episode, 14-19 therapies,Clinical Severity Level 3,  Functional Severity Level 3,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
2CHMS,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies provided"
2CHMT,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies provided"
2CHMU,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies provided"
2CHMV ,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies provided"
2CHMW,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies provided"
2CHMX,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies provided"
2CHM1,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
2CHM2,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
2CHM3,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
2CHM4,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
2CHM5,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
2CHM6,"Early Episode, 14-19 therapies,Clinical Severity Level 3, Functional Severity Level 3,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
3AFKS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies provided"
3AFKT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies provided"
3AFKU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies provided"
3AFKV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies provided"
3AFKW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies provided"
3AFKX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies provided"
3AFK1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
3AFK2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
3AFK3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
3AFK4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
3AFK5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
3AFK6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
3AFLS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies provided"
3AFLT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies provided"
3AFLU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies provided"
3AFLV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies provided"
3AFLW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies provided"
3AFLX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies provided"
3AFL1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
3AFL2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
3AFL3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
3AFL4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
3AFL5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
3AFL6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
3AFMS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies provided"
3AFMT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies provided"
3AFMU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies provided"
3AFMV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies provided"
3AFMW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies provided"
3AFMX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies provided"
3AFM1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
3AFM2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
3AFM3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
3AFM4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
3AFM5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
3AFM6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
3AFNS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 1, supplies provided"
3AFNT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 2, supplies provided"
3AFNU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 3, supplies provided"
3AFNV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 4, supplies provided"
3AFNW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 5, supplies provided"
3AFNX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 6, supplies provided"
3AFN1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 1, supplies not provided"
3AFN2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 2, supplies not provided"
3AFN3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 3, supplies not provided"
3AFN4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 4, supplies not provided"
3AFN5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 5, supplies not provided"
3AFN6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 4,Supply Severity Level 6, supplies not provided"
3AFPS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 1, supplies provided"
3AFPT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 2, supplies provided"
3AFPU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 3, supplies provided"
3AFPV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 4, supplies provided"
3AFPW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 5, supplies provided"
3AFPX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 6, supplies provided"
3AFP1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 1, supplies not provided"
3AFP2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 2, supplies not provided"
3AFP3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 3, supplies not provided"
3AFP4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 4, supplies not provided"
3AFP5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 5, supplies not provided"
3AFP6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 1,Service Severity Level 5,Supply Severity Level 6, supplies not provided"
3AGKS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies provided"
3AGKT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies provided"
3AGKU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies provided"
3AGKV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies provided"
3AGKW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies provided"
3AGKX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies provided"
3AGK1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 1, supplies not provided"
3AGK2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 2, supplies not provided"
3AGK3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 3, supplies not provided"
3AGK4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 4, supplies not provided"
3AGK5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 5, supplies not provided"
3AGK6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 1,Supply Severity Level 6, supplies not provided"
3AGLS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies provided"
3AGLT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies provided"
3AGLU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies provided"
3AGLV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies provided"
3AGLW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies provided"
3AGLX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies provided"
3AGL1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 1, supplies not provided"
3AGL2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 2, supplies not provided"
3AGL3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 3, supplies not provided"
3AGL4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 4, supplies not provided"
3AGL5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 5, supplies not provided"
3AGL6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 2,Supply Severity Level 6, supplies not provided"
3AGMS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies provided"
3AGMT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies provided"
3AGMU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies provided"
3AGMV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies provided"
3AGMW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies provided"
3AGMX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies provided"
3AGM1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 1, supplies not provided"
3AGM2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 2, supplies not provided"
3AGM3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 3, supplies not provided"
3AGM4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 4, supplies not provided"
3AGM5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 5, supplies not provided"
3AGM6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 3,Supply Severity Level 6, supplies not provided"
3AGNS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 1, supplies provided"
3AGNT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 2, supplies provided"
3AGNU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 3, supplies provided"
3AGNV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 4, supplies provided"
3AGNW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 5, supplies provided"
3AGNX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 6, supplies provided"
3AGN1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 1, supplies not provided"
3AGN2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 2, supplies not provided"
3AGN3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 3, supplies not provided"
3AGN4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 4, supplies not provided"
3AGN5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 5, supplies not provided"
3AGN6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 4,Supply Severity Level 6, supplies not provided"
3AGPS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 1, supplies provided"
3AGPT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 2, supplies provided"
3AGPU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 3, supplies provided"
3AGPV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 4, supplies provided"
3AGPW,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 5, supplies provided"
3AGPX,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 6, supplies provided"
3AGP1,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 1, supplies not provided"
3AGP2,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 2, supplies not provided"
3AGP3,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 3, supplies not provided"
3AGP4,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 4, supplies not provided"
3AGP5,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 5, supplies not provided"
3AGP6,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 2,Service Severity Level 5,Supply Severity Level 6, supplies not provided"
3AHKS,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 1, supplies provided"
3AHKT,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 2, supplies provided"
3AHKU,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 3, supplies provided"
3AHKV ,"Late Episode, 0-13 therapies,Clinical Severity Level 1, Functional Severity Level 3,Service Severity Level 1,Supply Severity Level 4, supplies provided"
