itm_mstr_key,sys_cd,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,isc_active,isc_inactive,isc_01,isc_03,isc_04,isc_05,isc_06,isc_07,isc_08,isc_09,isc_XX
220,OASIS,21900,M1820_CRNT_DRESS_LOWER,DRESS_LWR_CD,Current: dress lower body,02,Asmt,Asmt,,Code,21900,900,901,900-901,2,"[V2.10.1]-Fixed typo in label for item value [00] changed ""assitance"" to ""assistance"").  Changed item ID from ""_CUR_"" to ""_CRNT_"".","01,03,04,05,09","06,07,08,XX",x,x,x,x,,,,x,
221,OASIS,22000,M1830_CRNT_BATHG,BATHG_CD,Current: bathing,02,Asmt,Asmt,,Code,22000,902,903,902-903,2,,"01,03,04,05,09","06,07,08,XX",x,x,x,x,,,,x,
222,OASIS,22100,M1840_CRNT_TOILTG,TOILT_TRNSFR_CD,Current: toileting,02,Asmt,Asmt,,Code,22100,904,905,904-905,2,"[V2.10.1]-Changed item ID from ""_CUR_"" to ""_CRNT_"".","01,03,04,05,09","06,07,08,XX",x,x,x,x,,,,x,
223,OASIS,22200,M1845_CRNT_TOILTG_HYGN,TOILT_HYGNE_CD,Current: toileting hygiene,02,Asmt,Asmt,,Code,22200,906,907,906-907,2,"[V2.10.1]-Changed item ID from ""_CUR_"" to ""_CRNT_"".","01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
224,OASIS,22300,M1850_CRNT_TRNSFRNG,TRNSFRG_CD,Current: transferring,02,Asmt,Asmt,,Code,22300,908,909,908-909,2,"[V2.10.1]-Changed item ID from ""_CUR_"" to ""_CRNT_"".","01,03,04,05,09","06,07,08,XX",x,x,x,x,,,,x,
225,OASIS,22400,M1860_CRNT_AMBLTN,AMBLTN_CD,Current: ambulation,02,Asmt,Asmt,,Code,22400,910,911,910-911,2,,"01,03,04,05,09","06,07,08,XX",x,x,x,x,,,,x,
226,OASIS,22500,M1870_CRNT_FEEDING,EATG_CD,Current: feeding,02,Asmt,Asmt,,Code,22500,912,913,912-913,2,"[V2.10.1]-Changed item ID from ""_CUR_"" to ""_CRNT_"".","01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
227,OASIS,22600,M1880_CRNT_PREP_LT_MEALS,PREP_MEAL_CD,Current: prepare light meals,02,Asmt,Asmt,,Code,22600,914,915,914-915,2,"[V2.10.1]-Changed item ID from ""_CUR_"" to ""_CRNT_"".","01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
228,OASIS,22700,M1890_CRNT_PHONE_USE,TEL_CD,Current: telephone use,02,Asmt,Asmt,,Code,22700,916,917,916-917,2,"[V2.10.1]-Changed item ID from ""_CUR_"" to ""_CRNT_"".","01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
229,OASIS,22800,M1900_PRIOR_ADLIADL_SELF,PRIOR_SELF_CARE_CD,Prior functioning ADL/IADL: self-care,02,Asmt,Asmt,,Code,22800,918,919,918-919,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
230,OASIS,22900,M1900_PRIOR_ADLIADL_AMBLTN,PRIOR_AMBLTN_CD,Prior functioning ADL/IADL: ambulation,02,Asmt,Asmt,,Code,22900,920,921,920-921,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
231,OASIS,23000,M1900_PRIOR_ADLIADL_TRNSFR,PRIOR_TRNSR_CD,Prior functioning ADL/IADL: transfer,02,Asmt,Asmt,,Code,23000,922,923,922-923,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
232,OASIS,23100,M1900_PRIOR_ADLIADL_HSEHOLD,PRIOR_HSEHLD_TASK_CD,Prior functioning ADL/IADL: household tasks,02,Asmt,Asmt,,Code,23100,924,925,924-925,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
233,OASIS,23200,M1910_MLT_FCTR_FALL_RISK_ASMT,FALL_RISK_ASMT_CD,Has patient had a multi-factor fall risk asmt,02,Asmt,Asmt,,Code,23200,926,927,926-927,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
234,OASIS,23300,M2000_DRUG_RGMN_RVW,DRUG_RVW_CD,Drug regimen review,02,Asmt,Asmt,,Code,23300,928,929,928-929,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
235,OASIS,23400,M2002_MDCTN_FLWP,MDCTN_FLWP_CD,Medication follow-up,02,Asmt,Asmt,,Code,23400,930,930,930-930,1,[V2.10.1]-Changed labels for item values [0] and [1].,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
236,OASIS,23500,M2004_MDCTN_INTRVTN,MDCTN_INTRVTN_CD,Medication intervention,02,Asmt,Asmt,,Code,23500,931,932,931-932,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
237,OASIS,23600,M2010_HIGH_RISK_DRUG_EDCTN,DRUG_EDCTN_CD,Patient/caregiver high risk drug education,02,Asmt,Asmt,,Code,23600,933,934,933-934,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
238,OASIS,23700,M2015_DRUG_EDCTN_INTRVTN,DRUG_INTRVTN_CD,Patient/caregiver drug education intervention,02,Asmt,Asmt,,Code,23700,935,936,935-936,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
239,OASIS,23800,M2020_CRNT_MGMT_ORAL_MDCTN,ORAL_MDCTN_CD,Current: management of oral medications,02,Asmt,Asmt,,Code,23800,937,938,937-938,2,,"01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
240,OASIS,23900,M2030_CRNT_MGMT_INJCTN_MDCTN,INJCT_MDCTN_CD,Current: management of injectable medications,02,Asmt,Asmt,,Code,23900,939,940,939-940,2,"[V2.10.1]-Fixed typo in label for item value [00] (removed ""oral"").","01,03,04,05,09","06,07,08,XX",x,x,x,x,,,,x,
241,OASIS,24000,M2040_PRIOR_MGMT_ORAL_MDCTN,PRIOR_ORAL_MDCTN_CD,Prior med mgmt: oral medications,02,Asmt,Asmt,,Code,24000,941,942,941-942,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
242,OASIS,24100,M2040_PRIOR_MGMT_INJCTN_MDCTN,PRIOR_INJCT_MDCTN_CD,Prior med mgmt: injectable medications,02,Asmt,Asmt,,Code,24100,943,944,943-944,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
243,OASIS,24200,M2100_CARE_TYPE_SRC_ADL,ADL_ASTNC_CD,"Care mgmt, types/sources: ADL",02,Asmt,Asmt,,Code,24200,945,946,945-946,2,,"01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
244,OASIS,24300,M2100_CARE_TYPE_SRC_IADL,IADL_ASTNC_CD,"Care mgmt, types/sources: IADL",02,Asmt,Asmt,,Code,24300,947,948,947-948,2,,"01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
245,OASIS,24400,M2100_CARE_TYPE_SRC_MDCTN,MDCTN_ASTNC_CD,"Care mgmt, types/sources: med admin",02,Asmt,Asmt,,Code,24400,949,950,949-950,2,,"01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
246,OASIS,24500,M2100_CARE_TYPE_SRC_PRCDR,PRCDR_ASTNC_CD,"Care mgmt, types/sources: med procs tx",02,Asmt,Asmt,,Code,24500,951,952,951-952,2,,"01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
247,OASIS,24600,M2100_CARE_TYPE_SRC_EQUIP,EQUIP_ASNTC_CD,"Care mgmt, types/sources: equipment",02,Asmt,Asmt,,Code,24600,953,954,953-954,2,,"01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
248,OASIS,24700,M2100_CARE_TYPE_SRC_SPRVSN,SFTY_ASTNC_CD,"Care mgmt, types/sources: supervision and safety",02,Asmt,Asmt,,Code,24700,955,956,955-956,2,,"01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
249,OASIS,24800,M2100_CARE_TYPE_SRC_ADVCY,ADVCY_ASTNC_CD,"Care mgmt, types/sources: advocacy or facilitation",02,Asmt,Asmt,,Code,24800,957,958,957-958,2,,"01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
250,OASIS,24900,M2110_ADL_IADL_ASTNC_FREQ,ADL_IADL_ASTNC_FREQ_CD,How often recv non-HHA caregiver ADL/IADL assist,02,Asmt,Asmt,,Code,24900,959,960,959-960,2,[V2.10.1]-Revised item label.,"01,03,09","04,05,06,07,08,XX",x,x,,,,,,x,
251,OASIS,25000,M2200_THER_NEED_NBR,THRPY_VISIT_NUM,Therapy need: number of visits indicated,02,Asmt,Asmt,,Number,25000,961,963,961-963,3,"[V2.10.1]-Revised item label.  Changed item ID from ""M2200_THER_NEED_NUM"" to ""M2200_THER_NEED_NBR"".","01,03,04,05","06,07,08,09,XX",x,x,x,x,,,,,
252,OASIS,25100,M2200_THER_NEED_NA,THRPY_NA_CD,Therapy need: not applicable,02,Asmt,Asmt,,Code,25100,964,964,964-964,1,Changed labels for item values [0] and [1].,"01,03,04,05","06,07,08,09,XX",x,x,x,x,,,,,
253,OASIS,25200,M2250_PLAN_SMRY_PTNT_SPECF,POC_PHYSN_NTFY_CD,Plan of care synopsis: patient specific parameters,02,Asmt,Asmt,,Code,25200,965,966,965-966,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
254,OASIS,25300,M2250_PLAN_SMRY_DBTS_FT_CARE,POC_DBTC_FOOT_CD,Plan of care synopsis: diabetic foot care,02,Asmt,Asmt,,Code,25300,967,968,967-968,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
255,OASIS,25400,M2250_PLAN_SMRY_FALL_PRVNT,POC_FALL_PRVTN_CD,Plan of care synopsis: falls prevention,02,Asmt,Asmt,,Code,25400,969,970,969-970,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
256,OASIS,25500,M2250_PLAN_SMRY_DPRSN_INTRVTN,POC_DPRSN_PRVTN_CD,Plan of care synopsis: depression interventions,02,Asmt,Asmt,,Code,25500,971,972,971-972,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
257,OASIS,25600,M2250_PLAN_SMRY_PAIN_INTRVTN,POC_PAIN_INTRVTN_CD,Plan of care synopsis: pain interventions,02,Asmt,Asmt,,Code,25600,973,974,973-974,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
258,OASIS,25700,M2250_PLAN_SMRY_PRSULC_PRVNT,POC_PRVNT_PRSR_ULCR_CD,Plan of care synopsis: PU prevention,02,Asmt,Asmt,,Code,25700,975,976,975-976,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
259,OASIS,25800,M2250_PLAN_SMRY_PRSULC_TRTMT,POC_PRSR_ULCR_TRMNT_CD,Plan of care synopsis: PU moist treatment,02,Asmt,Asmt,,Code,25800,977,978,977-978,2,,"01,03","04,05,06,07,08,09,XX",x,x,,,,,,,
260,OASIS,25900,M2300_EMER_USE_AFTR_LAST_ASMT,EMRGNT_CARE_CD,Emergent care: use since last OASIS,02,Asmt,Asmt,,Code,25900,979,980,979-980,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
261,OASIS,26000,M2310_ECR_MEDICATION,EC_MDCTN_CD,Emergent care reason: medication,02,Asmt,Asmt,,Code,26000,981,981,981-981,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
262,OASIS,26100,M2310_ECR_INJRY_BY_FALL,EC_FALL_CD,Emergent care reason: injury caused by fall,02,Asmt,Asmt,,Code,26100,982,982,982-982,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
263,OASIS,26200,M2310_ECR_RSPRTRY_INFCTN,EC_RSPRTY_CD,Emergent care reason: respiratory infection,02,Asmt,Asmt,,Code,26200,983,983,983-983,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
264,OASIS,26300,M2310_ECR_RSPRTRY_OTHR,EC_OTHR_RSPRTRY_CD,Emergent care reason: respiratory other,02,Asmt,Asmt,,Code,26300,984,984,984-984,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
265,OASIS,26400,M2310_ECR_HRT_FAILR,EC_HRT_FAILR_CD,Emergent care reason: heart failure,02,Asmt,Asmt,,Code,26400,985,985,985-985,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
266,OASIS,26500,M2310_ECR_CRDC_DSRTHM,EC_CRDC_DSRTHM_CD,Emergent care reason: cardiac dysrhythmia,02,Asmt,Asmt,,Code,26500,986,986,986-986,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
267,OASIS,26600,M2310_ECR_MI_CHST_PAIN,EC_CHST_PAIN_CD,Emergent care reason: myocard infarct/chest pain,02,Asmt,Asmt,,Code,26600,987,987,987-987,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
268,OASIS,26700,M2310_ECR_OTHR_HRT_DEASE,EC_OTHR_HRT_CD,Emergent care reason: other heart disease,02,Asmt,Asmt,,Code,26700,988,988,988-988,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
269,OASIS,26800,M2310_ECR_STROKE_TIA,EC_STROK_CD,Emergent care reason: stroke (CVA) or TIA,02,Asmt,Asmt,,Code,26800,989,989,989-989,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
270,OASIS,26900,M2310_ECR_HYPOGLYC,EC_DBTS_CD,Emergent care reason: hypoglycemia/hyperglycemia,02,Asmt,Asmt,,Code,26900,990,990,990-990,1,[V2.10.1]-Revised item label.,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
271,OASIS,27000,M2310_ECR_GI_PRBLM,EC_GI_CD,Emergent care: GI bleed/obstruct/constip/impact,02,Asmt,Asmt,,Code,27000,991,991,991-991,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
272,OASIS,27100,M2310_ECR_DHYDRTN_MALNTR,EC_DEHYDTN_CD,"Emergent care reason: dehydration, malnutrition",02,Asmt,Asmt,,Code,27100,992,992,992-992,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
273,OASIS,27200,M2310_ECR_UTI,EC_UTI_CD,Emergent care reason: urinary tract infection,02,Asmt,Asmt,,Code,27200,993,993,993-993,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
274,OASIS,27300,M2310_ECR_CTHTR_CMPLCTN,EC_IV_CTHTR_CD,Emergent care reason: IV catheter infect/complic,02,Asmt,Asmt,,Code,27300,994,994,994-994,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
275,OASIS,27400,M2310_ECR_WND_INFCTN_DTRORTN,EC_WND_INFCTN_CD,Emergent care reason: wound infect/deterioration,02,Asmt,Asmt,,Code,27400,995,995,995-995,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
276,OASIS,27500,M2310_ECR_UNCNTLD_PAIN,EC_PAIN_CD,Emergent care reason: uncontrolled pain,02,Asmt,Asmt,,Code,27500,996,996,996-996,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
277,OASIS,27600,M2310_ECR_MENTL_BHVRL_PRBLM,EC_MNTL_BHVR_CD,Emergent care reason: acute mental/behav problem,02,Asmt,Asmt,,Code,27600,997,997,997-997,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
278,OASIS,27700,M2310_ECR_DVT_PULMNRY,EC_PLMNRY_EMB_CD,Emergent care reason: deep vein thromb/pulm embol,02,Asmt,Asmt,,Code,27700,998,998,998-998,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
279,OASIS,27800,M2310_ECR_OTHER,EC_OTHR_CD,Emergent care reason: other than above,02,Asmt,Asmt,,Code,27800,999,999,999-999,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
280,OASIS,27900,M2310_ECR_UNKNOWN,EC_UNK_CD,Emergent care reason: unknown,02,Asmt,Asmt,,Code,27900,1000,1000,1000-1000,1,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
281,OASIS,28000,M2400_INTRVTN_SMRY_DBTS_FT,SYNPS_DBTC_FOOT_CD,Intervention synopsis: diabetic foot care,02,Asmt,Asmt,,Code,28000,1001,1002,1001-1002,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
282,OASIS,28100,M2400_INTRVTN_SMRY_FALL_PRVNT,SYNPS_FALL_PRVTN_CD,Intervention synopsis: falls prevention,02,Asmt,Asmt,,Code,28100,1003,1004,1003-1004,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
283,OASIS,28200,M2400_INTRVTN_SMRY_DPRSN,SYNPS_DPRSN_PRVTN_CD,Intervention synopsis: depression intervention,02,Asmt,Asmt,,Code,28200,1005,1006,1005-1006,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
284,OASIS,28300,M2400_INTRVTN_SMRY_PAIN_MNTR,SYNPS_PAIN_INTRVTN_CD,Intervention synopsis: monitor and mitigate pain,02,Asmt,Asmt,,Code,28300,1007,1008,1007-1008,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
285,OASIS,28400,M2400_INTRVTN_SMRY_PRSULC_PRVN,SYNPS_PRVNT_PRSR_ULCR_CD,Intervention synopsis: prevent pressure ulcers,02,Asmt,Asmt,,Code,28400,1009,1010,1009-1010,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
286,OASIS,28500,M2400_INTRVTN_SMRY_PRSULC_WET,SYNPS_PRSR_ULCR_TRMNT_CD,Intervention synopsis: PU moist wound treatment,02,Asmt,Asmt,,Code,28500,1011,1012,1011-1012,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
287,OASIS,28600,M2410_INPAT_FACILITY,ADMT_IP_FAC_CD,Inpatient facility,02,Asmt,Asmt,,Code,28600,1013,1014,1013-1014,2,,"06,07,09","01,03,04,05,08,XX",,,,,x,x,,x,
288,OASIS,28700,M2420_DSCHRG_DISP,DSCHRG_LCTN_CD,Discharge disposition,02,Asmt,Asmt,,Code,28700,1015,1016,1015-1016,2,,09,"01,03,04,05,06,07,08,XX",,,,,,,,x,
289,OASIS,28800,M2430_HOSP_MED,HOSP_MDCTN_CD,Hospitalized: medication,02,Asmt,Asmt,,Code,28800,1017,1017,1017-1017,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
290,OASIS,28900,M2430_HOSP_INJRY_BY_FALL,HOSP_FALL_CD,Hospitalized: injury caused by fall,02,Asmt,Asmt,,Code,28900,1018,1018,1018-1018,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
291,OASIS,29000,M2430_HOSP_RSPRTRY_INFCTN,HOSP_RSPRTY_CD,Hospitalized: respiratory infection,02,Asmt,Asmt,,Code,29000,1019,1019,1019-1019,1,[V2.10.1]-Revised item label.,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
292,OASIS,29100,M2430_HOSP_RSPRTRY_OTHR,HOSP_OTHR_RSPRTRY_CD,Hospitalized: other respiratory,02,Asmt,Asmt,,Code,29100,1020,1020,1020-1020,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
293,OASIS,29200,M2430_HOSP_HRT_FAILR,HOSP_HRT_FAILR_CD,Hospitalized: heart failure,02,Asmt,Asmt,,Code,29200,1021,1021,1021-1021,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
294,OASIS,29300,M2430_HOSP_CRDC_DSRTHM,HOSP_CRDC_DSTHM_CD,Hospitalized: cardiac dysrhythmia,02,Asmt,Asmt,,Code,29300,1022,1022,1022-1022,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
295,OASIS,29400,M2430_HOSP_MI_CHST_PAIN,HOSP_CHST_PAIN_CD,Hospitalized: myocardial infarction or chest pain,02,Asmt,Asmt,,Code,29400,1023,1023,1023-1023,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
296,OASIS,29500,M2430_HOSP_OTHR_HRT_DEASE,HOSP_OTHR_HRT_CD,Hospitalized: other heart disease,02,Asmt,Asmt,,Code,29500,1024,1024,1024-1024,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
297,OASIS,29600,M2430_HOSP_STROKE_TIA,HOSP_STROK_CD,Hospitalized: stroke (CVA) or TIA,02,Asmt,Asmt,,Code,29600,1025,1025,1025-1025,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
298,OASIS,29700,M2430_HOSP_HYPOGLYC,HOSP_DBTS_CD,Hospitalized: hypoglycemia/hyperglycemia,02,Asmt,Asmt,,Code,29700,1026,1026,1026-1026,1,[V2.10.1]-Revised item label.,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
299,OASIS,29800,M2430_HOSP_GI_PRBLM,HOSP_GI_CD,Hospitalized: GI bleed/obstruct/constip/impact,02,Asmt,Asmt,,Code,29800,1027,1027,1027-1027,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
300,OASIS,29900,M2430_HOSP_DHYDRTN_MALNTR,HOSP_DEHYDTN_CD,"Hospitalized: dehydration, malnutrition",02,Asmt,Asmt,,Code,29900,1028,1028,1028-1028,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
301,OASIS,30000,M2430_HOSP_UR_TRACT,HOSP_UTI_CD,Hospitalized: urinary tract infection,02,Asmt,Asmt,,Code,30000,1029,1029,1029-1029,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
302,OASIS,30100,M2430_HOSP_CTHTR_CMPLCTN,HOSP_IV_CTHTR_CD,Hospitalized: IV catheter infect/complic,02,Asmt,Asmt,,Code,30100,1030,1030,1030-1030,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
303,OASIS,30200,M2430_HOSP_WND_INFCTN,HOSP_WND_INFCTN_CD,Hospitalized: wound infect/deterioration,02,Asmt,Asmt,,Code,30200,1031,1031,1031-1031,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
304,OASIS,30300,M2430_HOSP_PAIN,HOSP_PAIN_CD,Hospitalized: uncontrolled pain,02,Asmt,Asmt,,Code,30300,1032,1032,1032-1032,1,[V2.10.1]-Revised item label.,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
305,OASIS,30400,M2430_HOSP_MENTL_BHVRL_PRBLM,HOSP_MNTL_BHVR_CD,Hospitalized: acute mental/behav problem,02,Asmt,Asmt,,Code,30400,1033,1033,1033-1033,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
306,OASIS,30500,M2430_HOSP_DVT_PULMNRY,HOSP_PLMNRY_EMB_CD,Hospitalized: deep vein thromb/pulm embol,02,Asmt,Asmt,,Code,30500,1034,1034,1034-1034,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
307,OASIS,30600,M2430_HOSP_SCHLD_TRTMT,HOSP_SCHLD_TRTMT_CD,Hospitalized: scheduled treatment or procedure,02,Asmt,Asmt,,Code,30600,1035,1035,1035-1035,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
308,OASIS,30700,M2430_HOSP_OTHER,HOSP_OTHR_CD,Hospitalized: other,02,Asmt,Asmt,,Code,30700,1036,1036,1036-1036,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
309,OASIS,30800,M2430_HOSP_UK,HOSP_UNK_CD,Hospitalized: UK,02,Asmt,Asmt,,Code,30800,1037,1037,1037-1037,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
310,OASIS,30900,M2440_NH_THERAPY,ADMT_THRPY_SRVC_CD,Admitted to nursing home: therapy,02,Asmt,Asmt,,Code,30900,1038,1038,1038-1038,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
311,OASIS,31000,M2440_NH_RESPITE,ADMT_RESP_SRVC_CD,Admitted to nursing home: respite,02,Asmt,Asmt,,Code,31000,1039,1039,1039-1039,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
312,OASIS,31100,M2440_NH_HOSPICE,ADMT_HOSPC_SRVC_CD,Admitted to nursing home: hospice,02,Asmt,Asmt,,Code,31100,1040,1040,1040-1040,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
313,OASIS,31200,M2440_NH_PERMANENT,ADMT_PRMNT_PLMT_CD,Admitted to nursing home: permanent placement,02,Asmt,Asmt,,Code,31200,1041,1041,1041-1041,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
314,OASIS,31300,M2440_NH_UNSAFE_HOME,ADMT_UNSAFE_HOME_CD,Admitted to nursing home: unsafe at home,02,Asmt,Asmt,,Code,31300,1042,1042,1042-1042,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
315,OASIS,31400,M2440_NH_OTHER,ADMT_OTHR_CD,Admitted to nursing home: other,02,Asmt,Asmt,,Code,31400,1043,1043,1043-1043,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
316,OASIS,31500,M2440_NH_UNKNOWN,ADMT_UNK_CD,Admitted to nursing home: unknown,02,Asmt,Asmt,,Code,31500,1044,1044,1044-1044,1,,"06,07","01,03,04,05,08,09,XX",,,,,x,x,,,
317,OASIS,31600,M0903_LAST_HOME_VISIT,LAST_HOME_VISIT_DT,Date of last home visit,02,Asmt,Asmt,,Date,31600,1045,1052,1045-1052,8,,"06,07,08,09","01,03,04,05,XX",,,,,x,x,x,x,
318,OASIS,31700,M0906_DC_TRAN_DTH_DT,DSCHRG_DEATH_DT,"Discharge, transfer, death date",02,Asmt,Asmt,,Date,31700,1053,1060,1053-1060,8,[V2.10.1]-Added caret [^] to value list.,"06,07,08,09,XX","01,03,04,05",,,,,x,x,x,x,x
319,OASIS,120000,ASMT_ITEMS_FILLER,,Assessment items filler,03,Filler,Filler,,Filler,110000,1261,2260,1261-2260,1000,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
320,OASIS,131950,HHA_ASMT_INT_ID,HHA_ASMT_ID,Assessment internal ID,04,Calc,Calc,,Number,131950,3111,3125,3111-3125,15,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
321,OASIS,132000,ORIG_ASMT_INT_ID,ORIG_ASMT_INT_ID,Original assessment ID,04,Calc,Calc,,Number,132000,3126,3140,3126-3140,15,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
322,OASIS,132100,RES_INT_ID,RSDNT_INTRNL_ID,Resident internal ID,04,Calc,Calc,,Number,132100,3141,3150,3141-3150,10,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
323,OASIS,132200,ASMT_EFF_DATE,EFCTV_DT,Effective date,04,Calc,Calc,,Date,132200,3151,3158,3151-3158,8,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
324,OASIS,132300,FAC_INT_ID,FAC_INTRNL_ID,Facility internal ID,04,Calc,Calc,,Number,132300,3169,3178,3169-3178,10,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
325,OASIS,132400,SUBMISSION_ID,HHA_SUBMSN_ID,Submission ID,04,Calc,Calc,,Number,132400,3179,3193,3179-3193,15,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
326,OASIS,132500,SUBMISSION_DATE,SUBMSN_DT,Submission date,04,Calc,Calc,,Date,132500,3194,3201,3194-3201,8,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
327,OASIS,132600,SUBMISSION_COMPLETE_DATE,SUBMSN_CMPLT_TS,Submission processing completion date,04,Calc,Calc,,Date,132600,3202,3209,3202-3209,8,,,"01,03,04,05,06,07,08,09,XX",,,,,,,,,
